filename,line_number,pylint_message,pylint_type,pylint_symbol,bandit_issue_text,bandit_issue_confidence,bandit_issue_severity
CherryMusic-0.35.2/setup.py,91,"Constant name ""urlhandler"" doesn't conform to UPPER_CASE naming style",Category.C,invalid-name,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,HIGH,MEDIUM
CherryMusic-0.35.2/cherrymusicserver/albumartfetcher.py,123,"Variable name ""im"" doesn't conform to snake_case naming style",Category.C,invalid-name,subprocess call - check for execution of untrusted input.,HIGH,LOW
CherryMusic-0.35.2/cherrymusicserver/albumartfetcher.py,56,"Bad indentation. Found 16 spaces, expected 12",Category.W,bad-indentation,subprocess call - check for execution of untrusted input.,HIGH,LOW
CherryMusic-0.35.2/cherrymusicserver/__init__.py,555,"Variable name ""p"" doesn't conform to snake_case naming style",Category.C,invalid-name,subprocess call - check for execution of untrusted input.,HIGH,LOW
CherryMusic-0.35.2/cherrymusicserver/cherrymodel.py,291,"Variable name ""a"" doesn't conform to snake_case naming style",Category.C,invalid-name,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,HIGH,LOW
CherryMusic-0.35.2/cherrymusicserver/test/test_playlistdb.py,73,Line too long (120/100),Category.C,line-too-long,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,HIGH,LOW
CherryMusic-0.35.2/cherrymusicserver/test/test_configuration.py,71,Unnecessary parens after 'not' keyword,Category.C,superfluous-parens,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,HIGH,LOW
CherryMusic-0.35.2/cherrymusicserver/test/test_configuration.py,49,Comparison should be str(Key()) == '',Category.C,misplaced-comparison-constant,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,HIGH,LOW
CherryMusic-0.35.2/cherrymusicserver/test/test_configuration.py,50,Comparison should be str(Key(None)) == '',Category.C,misplaced-comparison-constant,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,HIGH,LOW
CherryMusic-0.35.2/cherrymusicserver/test/test_configuration.py,51,Comparison should be str(Key(str())) == '',Category.C,misplaced-comparison-constant,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,HIGH,LOW
