filename,issue_confidence,issue_severity,issue_text,line_number,line_range,more_info,test_id,test_name
stormpath-2.0.4/setup.py,HIGH,LOW,Consider possible security implications associated with subprocess module.,4,"[4, 5]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
stormpath-2.0.4/setup.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,16,"[16, 17]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
stormpath-2.0.4/setup.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,51,[51],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
stormpath-2.0.4/setup.py,HIGH,LOW,"Starting a process with a shell: Seems safe, but may be changed in the future, consider rewriting without shell",62,[62],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html,B605,start_process_with_a_shell
stormpath-2.0.4/setup.py,HIGH,LOW,Starting a process with a partial executable path,62,[62],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html,B607,start_process_with_partial_path
stormpath-2.0.4/stormpath/auth.py,MEDIUM,LOW,Possible hardcoded password: 'apiKey.secret',165,"[165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261]",https://bandit.readthedocs.io/en/latest/plugins/b107_hardcoded_password_default.html,B107,hardcoded_password_default
stormpath-2.0.4/stormpath/http.py,HIGH,LOW,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,100,[100],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random,B311,blacklist
stormpath-2.0.4/tests/live/test_api_auth.py,MEDIUM,LOW,Possible hardcoded password: 'Pwd123456789',298,[298],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
stormpath-2.0.4/tests/live/test_api_auth.py,MEDIUM,LOW,Possible hardcoded password: 'Pwd123456789',313,[313],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
stormpath-2.0.4/tests/live/test_api_auth.py,MEDIUM,LOW,Possible hardcoded password: 'Pwd123456789',322,[322],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
stormpath-2.0.4/tests/live/test_api_auth.py,MEDIUM,LOW,Possible hardcoded password: 'Pwd123456789',338,[338],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
stormpath-2.0.4/tests/live/test_api_auth.py,MEDIUM,LOW,Possible hardcoded password: 'Pwd123456789',353,[353],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
stormpath-2.0.4/tests/live/test_api_auth.py,MEDIUM,LOW,Possible hardcoded password: 'Pwd123456789',368,[368],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
stormpath-2.0.4/tests/live/test_custom_data.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,466,[466],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
stormpath-2.0.4/tests/live/test_resource.py,MEDIUM,LOW,Possible hardcoded password: 'INVALID_SECRET',204,[204],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
stormpath-2.0.4/tests/mocks/test_api_auth.py,MEDIUM,LOW,Possible hardcoded password: 'fake_client_secret',16,"[16, 17, 18]",https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
stormpath-2.0.4/tests/mocks/test_api_auth.py,MEDIUM,LOW,Possible hardcoded password: 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJIUkVGIiwiaWF0IjoxNDA1NDI5MDU5LCJleHAiOjE0MDU0MzI2NTksInN1YiI6ImZha2VfY2xpZW50X2lkIiwic2NvcGUiOiJ0ZXN0MSJ9.dNPzOg8cFxkknakTAccRfcGoRiPjn7z-M5TUacy5OTE',343,"[343, 344, 345]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
stormpath-2.0.4/tests/mocks/test_api_auth.py,MEDIUM,LOW,Possible hardcoded password: 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJIUkVGIiwiaWF0IjoxNDA1NDI5MDU5LCJleHAiOjE0MDU0MzI2NTksInN1YiI6ImZha2VfY2xpZW50X2lkIiwic2NvcGUiOiJ0ZXN0MSJ9.dNPzOg8cFxkknakTAccRfcGoRiPjn7z-M5TUacy5OTE',359,"[359, 360, 361]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
stormpath-2.0.4/tests/mocks/test_api_auth.py,MEDIUM,LOW,Possible hardcoded password: 'invalid_token_format',374,"[374, 375, 376]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
stormpath-2.0.4/tests/mocks/test_auth.py,MEDIUM,LOW,Possible hardcoded password: 'Shush!',33,[33],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
stormpath-2.0.4/tests/mocks/test_auth.py,MEDIUM,LOW,Possible hardcoded password: 'Shush!',50,[50],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
stormpath-2.0.4/tests/mocks/test_auth.py,MEDIUM,LOW,Possible hardcoded password: 'Shush!',74,[74],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
stormpath-2.0.4/tests/mocks/test_custom_data.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,343,[343],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
stormpath-2.0.4/tests/mocks/test_provider.py,MEDIUM,LOW,Possible hardcoded password: 'foo',73,[73],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
