filename,issue_confidence,issue_severity,issue_text,line_number,line_range,more_info,test_id,test_name
tornado-2.2/demos/appengine/blog.py,HIGH,HIGH,Consider possible security implications associated with wsgiref.handlers.CGIHandler module.,166,[166],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b412-import-httpoxy,B412,blacklist
tornado-2.2/demos/appengine/markdown.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,171,[171],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tornado-2.2/demos/appengine/markdown.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,295,[295],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tornado-2.2/demos/appengine/markdown.py,HIGH,LOW,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,1731,[1731],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random,B311,blacklist
tornado-2.2/demos/appengine/markdown.py,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",1850,[1850],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html,B605,start_process_with_a_shell
tornado-2.2/demos/auth/authdemo.py,MEDIUM,LOW,Possible hardcoded password: '32oETzKXQAGaYdkL5gEmGeJJFuYh7EQnp2XdTP1o/Vo=',36,"[36, 37, 38]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
tornado-2.2/demos/benchmark/benchmark.py,HIGH,LOW,Consider possible security implications associated with subprocess module.,23,"[23, 24, 25, 26]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
tornado-2.2/demos/benchmark/benchmark.py,HIGH,LOW,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,59,[59],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random,B311,blacklist
tornado-2.2/demos/benchmark/benchmark.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,71,[71],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
tornado-2.2/demos/benchmark/benchmark.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,75,[75],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tornado-2.2/demos/benchmark/chunk_benchmark.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,29,[29],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tornado-2.2/demos/blog/blog.py,MEDIUM,LOW,Possible hardcoded password: '11oETzKXQAGaYdkL5gEmGeJJFuYh7EQnp2XdTP1o/Vo=',48,"[48, 49, 50, 51, 52, 53, 54, 55, 56]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
tornado-2.2/demos/blog/markdown.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,171,[171],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tornado-2.2/demos/blog/markdown.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,295,[295],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tornado-2.2/demos/blog/markdown.py,HIGH,LOW,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,1731,[1731],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b311-random,B311,blacklist
tornado-2.2/demos/blog/markdown.py,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",1850,[1850],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html,B605,start_process_with_a_shell
tornado-2.2/demos/chat/chatdemo.py,MEDIUM,LOW,Possible hardcoded password: '43oETzKXQAGaYdkL5gEmGeJJFuYh7EQnp2XdTP1o/Vo=',40,"[40, 41, 42, 43, 44, 45, 46]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
tornado-2.2/demos/facebook/facebook.py,MEDIUM,LOW,Possible hardcoded password: '12oETzKXQAGaYdkL5gEmGeJJFuYh7EQnp2XdTP1o/Vo=',41,"[41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
tornado-2.2/demos/s3server/s3server.py,MEDIUM,MEDIUM,Probable insecure usage of temp file/directory.,47,[47],https://bandit.readthedocs.io/en/latest/plugins/b108_hardcoded_tmp_directory.html,B108,hardcoded_tmp_directory
tornado-2.2/demos/s3server/s3server.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,78,[78],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tornado-2.2/demos/s3server/s3server.py,HIGH,MEDIUM,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.",111,[111],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b303-md5,B303,blacklist
tornado-2.2/demos/websocket/chatdemo.py,MEDIUM,LOW,Possible hardcoded password: '43oETzKXQAGaYdkL5gEmGeJJFuYh7EQnp2XdTP1o/Vo=',41,"[41, 42, 43, 44, 45, 46]",https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
tornado-2.2/tornado/auth.py,MEDIUM,LOW,Possible hardcoded password: 'http://api.twitter.com/oauth/request_token',447,[447],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
tornado-2.2/tornado/auth.py,MEDIUM,LOW,Possible hardcoded password: 'http://api.twitter.com/oauth/access_token',448,[448],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
tornado-2.2/tornado/auth.py,MEDIUM,LOW,Possible hardcoded password: 'https://friendfeed.com/account/oauth/request_token',587,[587],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
tornado-2.2/tornado/auth.py,MEDIUM,LOW,Possible hardcoded password: 'https://friendfeed.com/account/oauth/access_token',588,[588],https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
tornado-2.2/tornado/auth.py,MEDIUM,LOW,Possible hardcoded password: 'https://www.google.com/accounts/OAuthGetAccessToken',701,"[701, 702]",https://bandit.readthedocs.io/en/latest/plugins/b105_hardcoded_password_string.html,B105,hardcoded_password_string
tornado-2.2/tornado/auth.py,MEDIUM,LOW,Possible hardcoded password: '',733,[733],https://bandit.readthedocs.io/en/latest/plugins/b106_hardcoded_password_funcarg.html,B106,hardcoded_password_funcarg
tornado-2.2/tornado/auth.py,HIGH,MEDIUM,"Use of insecure MD2, MD4, MD5, or SHA1 hash function.",930,[930],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b303-md5,B303,blacklist
