filename,issue_confidence,issue_severity,issue_text,line_number,line_range,more_info,test_id,test_name
tqdm-4.11.1/examples/7zx.py,HIGH,LOW,Consider possible security implications associated with subprocess module.,24,[24],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
tqdm-4.11.1/examples/7zx.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,50,[50],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
tqdm-4.11.1/examples/7zx.py,HIGH,LOW,Starting a process with a partial executable path,50,[50],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html,B607,start_process_with_partial_path
tqdm-4.11.1/examples/7zx.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,58,[58],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/examples/7zx.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,74,"[74, 75, 76, 77]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
tqdm-4.11.1/examples/progressbar/widgets.py,HIGH,LOW,"Try, Except, Pass detected.",259,[259],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html,B110,try_except_pass
tqdm-4.11.1/examples/tqdm_wget.py,HIGH,MEDIUM,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,64,"[64, 65]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b310-urllib-urlopen,B310,blacklist
tqdm-4.11.1/setup.py,HIGH,LOW,Consider possible security implications associated with check_call module.,10,[10],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
tqdm-4.11.1/setup.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,116,[116],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
tqdm-4.11.1/setup.py,HIGH,MEDIUM,Use of exec detected.,125,[125],https://bandit.readthedocs.io/en/latest/plugins/b102_exec_used.html,B102,exec_used
tqdm-4.11.1/tqdm/_main.py,HIGH,MEDIUM,Use of possibly insecure function - consider using safer ast.literal_eval.,18,[18],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b307-eval,B307,blacklist
tqdm-4.11.1/tqdm/_main.py,HIGH,MEDIUM,Use of possibly insecure function - consider using safer ast.literal_eval.,21,[21],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_calls.html#b307-eval,B307,blacklist
tqdm-4.11.1/tqdm/_utils.py,HIGH,LOW,Consider possible security implications associated with subprocess module.,2,[2],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
tqdm-4.11.1/tqdm/_utils.py,HIGH,LOW,"Try, Except, Pass detected.",167,[167],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html,B110,try_except_pass
tqdm-4.11.1/tqdm/_utils.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,176,[176],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
tqdm-4.11.1/tqdm/_utils.py,HIGH,LOW,"Try, Except, Pass detected.",179,[179],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html,B110,try_except_pass
tqdm-4.11.1/tqdm/_utils.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,209,"[209, 210]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
tqdm-4.11.1/tqdm/_version.py,HIGH,LOW,Consider possible security implications associated with STDOUT module.,7,[7],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
tqdm-4.11.1/tqdm/tests/tests_main.py,HIGH,LOW,Consider possible security implications associated with subprocess module.,2,[2],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess,B404,blacklist
tqdm-4.11.1/tqdm/tests/tests_main.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,9,"[9, 10]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
tqdm-4.11.1/tqdm/tests/tests_main.py,HIGH,LOW,subprocess call - check for execution of untrusted input.,18,"[18, 19, 20]",https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html,B603,subprocess_without_shell_equals_true
tqdm-4.11.1/tqdm/tests/tests_main.py,HIGH,LOW,Starting a process with a partial executable path,18,"[18, 19, 20]",https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html,B607,start_process_with_partial_path
tqdm-4.11.1/tqdm/tests/tests_main.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,28,"[28, 29, 30]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_main.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,53,[53],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_pandas.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,121,[121],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_pandas.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,122,[122],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_pandas.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,129,[129],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_pandas.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,130,[130],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_perf.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,170,"[170, 171]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_perf.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,224,"[224, 225]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_perf.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,234,[234],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_perf.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,264,[264],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_perf.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,283,"[283, 284]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_perf.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,294,[294],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_perf.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,327,[327],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,214,[214],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,215,[215],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,216,[216],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,228,"[228, 229]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,230,"[230, 231]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,232,"[232, 233, 234]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,235,"[235, 236]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,237,"[237, 238, 239]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,240,"[240, 241]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,242,"[242, 243, 244]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
tqdm-4.11.1/tqdm/tests/tests_tqdm.py,HIGH,LOW,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,245,"[245, 246, 247]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html,B101,assert_used
