filename,test_name,test_id,issue_severity,issue_confidence,issue_text,line_number,line_range,more_info
knowledge_repo-0.7.6/knowledge_repo/_version.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,2,"[2, 3]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
knowledge_repo-0.7.6/knowledge_repo/_version.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,11,[11],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
knowledge_repo-0.7.6/knowledge_repo/_version.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,11,[11],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
knowledge_repo-0.7.6/knowledge_repo/_version.py,try_except_pass,B110,LOW,HIGH,"Try, Except, Pass detected.",12,[12],https://bandit.readthedocs.io/en/latest/plugins/b110_try_except_pass.html
knowledge_repo-0.7.6/knowledge_repo/app/deploy/common.py,hardcoded_bind_all_interfaces,B104,MEDIUM,MEDIUM,Possible binding to all interfaces.,22,"[20, 21, 22, 23, 24, 25]",https://bandit.readthedocs.io/en/latest/plugins/b104_hardcoded_bind_all_interfaces.html
knowledge_repo-0.7.6/knowledge_repo/app/deploy/common.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,26,[26],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
knowledge_repo-0.7.6/knowledge_repo/app/deploy/common.py,exec_used,B102,MEDIUM,HIGH,Use of exec detected.,55,[55],https://bandit.readthedocs.io/en/latest/plugins/b102_exec_used.html
knowledge_repo-0.7.6/knowledge_repo/app/deploy/uwsgi.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,2,[2],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
knowledge_repo-0.7.6/knowledge_repo/app/deploy/uwsgi.py,subprocess_popen_with_shell_equals_true,B602,HIGH,HIGH,"subprocess call with shell=True identified, security issue.",34,[34],https://bandit.readthedocs.io/en/latest/plugins/b602_subprocess_popen_with_shell_equals_true.html
knowledge_repo-0.7.6/knowledge_repo/app/models.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,177,[177],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
